y_h_star,y_c_star,y_h,y_c,u_fu,u_ff,c_fi,c_ci
1.48,680.0,1.3483365635448263,803.5407254578977,59.851681324466796,44.091845321021964,39.7739624376599,73.46873854177657
1.48,680.0,1.3526413127679702,798.248565341102,50.73946407211527,30.491128301603567,39.63292329418847,74.31391905842726
1.48,680.0,1.3728253840549296,774.4155609142241,111.36603086149792,38.33570480927799,39.10914513776083,74.52065256615832
1.48,680.0,1.3740642649244885,772.982683645763,47.7249053310796,31.682343743311606,39.773137689221215,74.03563788714386
1.48,680.0,1.353804491745599,796.8301514825887,48.85714719073814,47.85383301308085,40.820098973133874,74.31561896901833
1.48,680.0,1.3576361786441031,792.3291541922293,56.52562156371406,32.575782600860215,41.61490421515064,72.6388394445768
1.48,680.0,1.3490061681474728,802.5631147530617,46.541094040232274,38.92987900782981,41.931773075354414,72.1848177030349
1.48,680.0,1.3586925841285895,791.105075110769,88.30436438661721,38.87266507018289,42.79500494286303,72.27022179776728
1.48,680.0,1.3798817309224733,767.4644729203584,106.45669817282406,36.186302721611746,43.501027358524205,71.37737247598402
1.48,680.0,1.3776574698215747,769.8776450955186,101.54996075260911,48.13799889675672,44.75020041261611,71.0827835709665
1.48,680.0,1.367092555054159,781.2999404087424,49.07661108309992,38.43222125046356,43.281658636289805,72.64949327557521
1.48,680.0,1.3675634680281017,780.7793861199813,70.70121406782263,38.60239184173534,43.71703664684158,73.26711477014494
1.48,680.0,1.3679376001919403,780.3724380829077,69.01384386156715,37.742340052475996,45.03169301788788,72.8107897638041
1.48,680.0,1.3770443437138231,770.7659993946722,105.34382283408262,42.398262163375655,45.48553965497869,72.33375145584861
1.48,680.0,1.346180879520028,804.1261643585907,46.35691758766596,47.07414230852694,45.134087321239896,73.43023335273365
1.48,680.0,1.3711344486936692,777.1133839954082,108.14461645963355,34.98894876735573,44.34810384830389,71.92446858917607
1.48,680.0,1.3743146679220748,773.6841366548053,76.35056320570371,38.16864738894996,45.15529579944304,72.12953967072194
1.48,680.0,1.3786071796252657,769.1753812165726,84.88434047426112,39.446296144769185,43.29021437124644,72.62366436558837
1.48,680.0,1.387816950717682,759.3868984095263,96.91569032528626,40.43329309315398,43.213900897032495,73.03698048558927
1.48,680.0,1.3939638947510753,752.998665238827,82.50393982192558,37.87153127166706,43.09094125387968,72.4943105439048
1.48,680.0,1.3925972850563888,754.4223644985398,71.45826294687056,39.24555592448794,42.081699414528,72.85080763948326
1.48,680.0,1.3853258630442464,762.1996067080971,46.315297660627905,36.16132616847953,43.32267266330415,72.67533086565386
1.48,680.0,1.4039568456324059,742.9684159371097,99.75247824237502,35.3932358249273,44.24230132518942,73.48735738105519
1.48,680.0,1.4048688897614667,742.0729890007889,56.89524281525307,32.39581021605913,44.70175535920647,73.97080634900094
1.48,680.0,1.4350261384757304,713.8917979943342,104.74618640959463,30.156289445917444,46.0,72.09861921948998
1.48,680.0,1.4199289298798634,727.7213592143208,93.23194379797054,47.55054531710117,44.769298300412096,71.71005359144125
1.48,680.0,1.4525137075240353,697.7131712977596,111.15911197358012,30.07402487956242,44.50391732290732,72.2850201143328
1.48,680.0,1.4484964618923426,701.2859239440368,111.10583982238217,47.239835015576716,45.234408669132385,72.74363507681703
1.48,680.0,1.4360659412526904,712.348735248983,56.35834774162497,37.71513769514612,44.88458972158914,74.29813152790832
1.48,680.0,1.4145291712976416,732.0580205480077,45.41032116640028,39.107335917506234,46.0,75.05394336472392
1.48,680.0,1.3960695041265174,749.2546159214045,98.20763164031825,48.96199687391089,45.302582348133505,76.03909367174685
1.48,680.0,1.4175185293091568,729.3051475522548,98.35595988225074,33.38514765529436,45.29008179647572,76.17458725467175
1.48,680.0,1.3803555489131936,764.4570315452036,56.89103559171525,47.21490105088024,45.07655197581011,76.62726993854103
1.48,680.0,1.3781713046854096,766.615527401746,87.18289710514983,41.52627895042217,43.58705321530437,75.82842723823865
1.48,680.0,1.3720500942201002,772.944840519239,55.65822909986358,36.40174771237849,43.984462220529856,75.52189568814093
1.48,680.0,1.3666587806223638,778.5750651852711,79.0126635087428,42.37379589531162,46.0,74.86010765453521
1.48,680.0,1.379379688823611,765.7768987197712,118.76822031103268,43.25470276091214,46.0,74.07201371829986
1.48,680.0,1.4123389730004545,734.0588850860456,119.8602756698458,34.02661205977191,46.0,71.46183238012229
1.48,680.0,1.383450887008861,762.5590193826666,63.352903630723716,48.19793540099047,44.8478158132147,70.39484833105539
1.48,680.0,1.3963227499612656,749.1955493467917,73.41210518650232,30.69476432858056,42.998928107551876,70.9348884713935
1.48,680.0,1.4017470072603901,743.5353236231798,66.29776840045992,33.6022725622993,41.60875497255021,71.21708354359525
1.48,680.0,1.3873291471290345,759.1255946010447,64.46994656574769,46.584934900820016,43.06744229497022,70.76214709669364
1.48,680.0,1.3896839690132523,756.5974004696353,65.20918016489978,35.68960522922556,43.80871629730404,72.32867496192668
1.48,680.0,1.3859998630011503,760.4352517356067,64.53353368185677,38.410219124739896,43.150852328538356,73.06373482630534
1.48,680.0,1.397503287809609,748.5192172006522,94.86672779233481,38.27378728235836,41.724886044667585,73.73848419649721
1.48,680.0,1.4006132902559187,745.2925227313856,56.56778826351201,31.875736742721518,41.34188929389966,74.4032034085796
1.48,680.0,1.3783550001806109,768.9627031123271,50.92224872105464,46.07275778033919,41.0103994178897,75.41206287272374
1.48,680.0,1.4014929769738997,744.4893711750191,100.20299261282995,32.49202386858852,40.71627962813225,74.84476591026699
1.48,680.0,1.422262834341537,723.4522158491159,97.20528329339582,32.75971414541314,40.350074149240356,75.634600600211
1.48,680.0,1.4305177314170787,715.3970101810426,86.74525423461941,37.358776946433785,40.80106514936249,76.30804022065094
1.48,680.0,1.4474328798506317,699.6376041028839,119.63496860807867,40.93183754229776,40.04047035950296,75.05169433005709
1.48,680.0,1.4163789449973105,729.9546209615983,51.41075496441378,49.67066711325602,39.39483765893232,74.57253106146733
1.48,680.0,1.428787335063712,717.3333803031928,91.55370581670992,36.576170733887814,39.021112548462554,73.25277131174997
1.48,680.0,1.4489688735645552,697.1986141312034,112.93503583600193,37.38508237352633,41.527797800341446,72.82095737053713
1.48,680.0,1.4509740831293572,695.3404954015347,97.67507437187645,43.12177067572789,42.260265656782515,73.55695360904397
1.48,680.0,1.4648385114147635,683.0038187164645,115.58121858184035,40.942884159526216,42.359773147410344,73.86772010045568
1.48,680.0,1.432722237474171,712.0458997363182,64.89675095458,49.777169212629346,43.11787041783546,72.20804088394615
1.48,680.0,1.4227516430412148,721.5567679080285,94.89529115196439,48.053260721765476,43.32204932163119,71.9933725148759
1.48,680.0,1.4345452022602734,710.346935110136,81.45578321770832,33.365893560849024,42.84674433355604,72.21516248858612
1.48,680.0,1.4457413114999758,699.926641794031,88.32840315138354,35.587192061860875,42.64088588345724,71.50228331539125
1.48,680.0,1.460709986564666,686.2609209473869,100.36144378761264,36.6603218999057,43.46623700280087,71.82951609106159
1.48,680.0,1.4676922256851659,680.1651877707308,73.12381251479943,32.92954667024436,43.87335291223379,71.14820091185705
1.48,680.0,1.4675695148625945,680.2714965369908,81.7295812545442,38.91512879368576,43.57617639741012,69.89430688950542
1.48,680.0,1.4490638638047553,696.9840762600755,85.28641960630247,49.26467426279795,44.69877879447235,70.34885276451185
1.48,680.0,1.4492760350479081,696.7932148691599,91.44338772853148,41.56027776936072,46.0,69.50188403743984
1.48,680.0,1.4692325832751303,679.4756405623965,112.2407236842585,36.94115744679077,43.543481085597236,70.58561052586388
1.48,680.0,1.486555118664044,664.6103035398547,98.5831009833358,34.315633266283704,42.827520751797806,70.77120472419553
1.48,680.0,1.4562919276405262,691.2812249412435,58.789556159992344,48.4065095070285,43.230869517626864,70.18774929044284
1.48,680.0,1.451911449130962,695.2982150040746,94.63164819139041,45.325033874575595,42.98850725716317,69.36425673908658
1.48,680.0,1.4429935936346763,703.7262550788554,73.20705097641287,43.30555824156491,42.981298695556674,69.63914588641153
1.48,680.0,1.4491590164423211,697.8976456979623,67.11839332826047,32.50482322919657,42.497380815681666,69.26014322634362
1.48,680.0,1.4476158065686042,699.3681869958616,93.5211085214089,44.73898529169642,43.00003968825148,69.24552301044407
1.48,680.0,1.4629710611136175,685.111937883903,87.28424240643457,32.54268914304513,44.34192664910657,70.44260673214268
1.48,680.0,1.4614567715330893,686.4424301718805,117.93611060524556,47.99207802009356,44.246093499430394,70.10183594765194
1.48,680.0,1.4747227129475573,674.8786557690803,99.87228548047142,37.01184130687191,43.71961413903967,71.75452097149703
1.48,680.0,1.4397245833527101,705.8811271972049,45.118139174837715,46.26213956302911,44.53877159312361,72.19027305132109
1.48,680.0,1.4234683728890305,720.8625882658309,40.76407607938908,36.49325853822843,45.11803280247827,72.18268737142857
1.48,680.0,1.388244902336995,754.9989920041929,55.43469571157854,48.950265680209995,46.0,72.05664712559063
1.48,680.0,1.4071512712629948,736.5790452271685,104.67116636868934,36.58011239530659,45.91668281502649,71.75986450525839
1.48,680.0,1.4037247814903169,739.8726994284834,72.82102687017515,38.818072198625465,45.07946667705031,72.01326692617313
1.48,680.0,1.4120376122893223,731.8333278906675,64.00877651161369,30.058447242125553,45.450215437895096,72.73902425591918
1.48,680.0,1.4072575697748773,736.369862491687,117.60144254508778,49.428997545361206,46.0,74.04116724946559
1.48,680.0,1.4308608893805204,714.945005951927,109.5329416806028,35.256855445449425,45.41503378370227,74.04333439022531
1.48,680.0,1.424709286414644,720.4762720620739,94.50023531653389,43.83245138246982,45.42757254129799,73.17199793887026
1.48,680.0,1.4194826846060975,725.2804348251293,118.27848608447722,49.08348184998905,46.0,73.50147271627529
1.48,680.0,1.390098569116789,753.0047344252207,53.557114938991425,44.301803844595355,46.0,74.02466622923154
1.48,680.0,1.3702608175447986,772.705981008938,89.76427153957597,49.28215264368657,44.10315329812998,75.2071625873842
1.48,680.0,1.3638805680284416,779.3813121351659,63.27334389381761,38.76752442797076,44.522990884783894,75.13872024238407
1.48,680.0,1.3436657883105507,801.0814833305346,44.61141214468019,40.834417505914935,45.04918410549708,76.21667399638619
1.48,680.0,1.3425482341407724,802.2873762935982,67.67797438119337,37.19222332664437,44.190355435499804,77.1652541191785
1.48,680.0,1.3323763153743704,813.478845319969,42.5229377494469,34.913060397501894,44.46103402976539,77.41221474814408
1.48,680.0,1.3618569192060301,782.0207492963905,115.8451673087182,35.42663289835734,45.3444286414922,78.55981826004653
1.48,680.0,1.351819273542508,792.1945367920731,43.724003831492865,33.190232558154946,45.2136250352633,80.42787177361562
1.48,680.0,1.3694156119409626,774.7945763153398,113.94264544702745,39.881171815778636,43.763028315349786,80.95896858062132
1.48,680.0,1.409891339666856,736.5173025511094,117.59628693594348,30.49635973024479,42.42091435746869,80.36716554474899
1.48,680.0,1.410498695543148,735.9518676302779,108.8202287313927,44.74292341797828,42.26238645342029,79.71422201291274
1.48,680.0,1.3905132695289244,755.161087514684,53.769683981244185,41.01650592041835,43.316954081161576,79.31507216917794
1.48,680.0,1.3778561705016865,767.5994280820169,41.462082521671924,34.198526103435604,42.625361909765566,78.90183321688987
1.48,680.0,1.40574023284309,740.2225872384937,100.54774703649795,30.683532296574935,41.09689842269834,79.11914494299218
1.48,680.0,1.404714633558263,741.225037893666,72.34527758010947,37.925017355925846,41.93729043144909,79.87831588819631
1.48,680.0,1.3994777665222007,746.2598390549635,46.02061890346646,31.896517204747934,42.35643905450096,78.06974257517022
1.48,680.0,1.409085343966179,736.9750235825517,104.93767005488118,40.967345077136386,42.18022056684378,78.13748149277379
1.48,680.0,1.3968532901684025,748.8646585398552,44.1580598519435,35.56356382503423,41.130036059332106,78.99334216232349
1.48,680.0,1.4044805211557498,741.325480481855,100.73755270593169,41.22671320053678,40.30151683968188,79.31039980281224
1.48,680.0,1.4253355772986132,721.1370383321874,103.41619547261791,34.84836964656644,41.48015573588938,78.06650502177376
1.48,680.0,1.4252935338829957,721.1763283289624,49.67252637310936,30.175438832655296,41.08782192079016,77.8641403666222
1.48,680.0,1.4565463790291622,692.7320502200091,113.54483694650507,31.57349675174285,43.28908106278813,78.45566953764614
1.48,680.0,1.4315165959512877,714.2745887022556,57.9091329343092,41.80261083829233,43.939840937531976,80.17847285201294
1.48,680.0,1.3911183176681656,750.566209424649,59.80878480525809,46.895618627633795,43.39467675396268,81.20512160434764
1.48,680.0,1.4123465854250663,731.0996448268005,89.01075395301842,30.91505489996973,42.87233472779997,81.49049909714745
1.48,680.0,1.4033135486644301,739.3275383363685,114.24427839966692,48.36937850952402,42.528254245282305,82.33768043609705
1.48,680.0,1.39660494383976,745.5347580828404,49.7536383159492,32.541815654159066,42.82305806754559,81.92251839020281
1.48,680.0,1.3848571111774888,756.6155954198466,55.40661640456918,36.538778407969545,41.50391220588962,82.3548810606716
1.48,680.0,1.3935865116798565,748.1832685700257,69.39714704521558,31.48079285427723,42.95032138936788,83.0
1.48,680.0,1.410908251121929,732.4614935201824,101.93562587313713,36.141885829920724,43.326744189129265,83.0
1.48,680.0,1.392206035278431,749.3438121380851,75.66303863915648,42.64237237828657,43.526878202607875,81.5096437703533
1.48,680.0,1.3931590035051333,748.457470181123,64.24134284598216,33.097956495852486,44.56036896480462,81.90669948559362
1.48,680.0,1.4085060399509002,734.7400358666985,114.67332039368293,39.74947273630888,44.66654200219939,80.55236420397972
1.48,680.0,1.4054837413044219,737.4358790713742,67.35054668321325,34.92333794511956,46.0,82.25030559026591
1.48,680.0,1.4113875520707286,732.3859684062265,102.18971116799723,39.1260216682402,45.663806474979644,82.27545657284146
1.48,680.0,1.369860910633484,769.4762407218527,77.49903857898335,47.92593142050919,45.20926866116891,81.78092935348074
1.48,680.0,1.3595707607817655,779.312064649621,52.83619475497737,34.3162534642129,46.0,82.26661538414959
1.48,680.0,1.3474337015340696,790.9870587420967,44.59225780672064,32.34783635268697,44.74404737032744,82.5136085180961
1.48,680.0,1.348438255058176,789.9897163375244,86.11451830702669,39.167241519833,46.0,83.0
1.48,680.0,1.3421443381274598,796.1105994582772,74.6108573638304,38.09702701010598,46.0,82.14131747659046
1.48,680.0,1.3195947964243078,818.9440242579373,99.23372105672779,49.2755312956383,46.0,81.70424439806813
1.48,680.0,1.2795885875986128,862.6672157126729,55.34903380707688,47.057343138318195,46.0,81.44890929685793
1.48,680.0,1.2618560039345277,883.4695622055361,54.829853006152135,40.43609574523258,45.652202247228914,82.07376113328729
1.48,680.0,1.2410927115625379,909.0064362620768,65.6632675395829,45.13733624033433,45.71564831314704,82.24122274545462
1.48,680.0,1.269715103746455,874.2329807017217,110.29805783927313,36.65666579227251,43.590294532168926,81.83728667061641
1.48,680.0,1.2727129796491354,870.5781389160735,83.1699909962706,40.624054243896765,44.5373089366975,83.0
1.48,680.0,1.2968565704310169,842.908474586224,96.13684282167058,33.839870618267895,44.77173349885661,83.0
1.48,680.0,1.2910238522519621,849.4186718078615,75.77010167386086,40.6252941792774,44.02657438623803,83.0
1.48,680.0,1.292728486592222,847.4807676200147,52.84833186513799,31.086947498728037,45.04710040311681,83.0
1.48,680.0,1.3227409825748833,815.1994162508704,113.94500322150589,36.14017810045937,46.0,82.39135575074178
1.48,680.0,1.3587584101512822,779.6352613079118,117.39477927260833,34.34027021516846,45.60805776080664,81.41406452169204
1.48,680.0,1.329674634795003,808.6095036532489,57.043053675595125,42.60389582468772,44.6748992429193,80.79909186999777
1.48,680.0,1.3410809384230467,796.7598202393658,107.98572569636623,41.42498231314998,43.323037056134545,80.69739725925201
1.48,680.0,1.347524044144064,790.0349628854185,62.80600908862894,31.27987067691401,45.149788670035946,80.3149351670228
1.48,680.0,1.3802628272236486,758.2859497921626,112.80347874193723,33.49206613008888,44.79143536364566,81.3052348019211
1.48,680.0,1.3618312112412,775.8123652142905,49.32442626649938,36.80472501279744,43.86438296647023,82.31865648446005
1.48,680.0,1.3753358743574056,762.8152882987107,77.13930831240121,31.49551797425167,43.98582672739656,79.32646614363368
1.48,680.0,1.3857577471376163,752.7838412521369,106.113471399141,40.60912860319411,43.718306314610615,79.65571054161188
1.48,680.0,1.4043429589813683,735.4440706671008,108.8217814935517,37.66401245777311,43.61806132096734,80.44890337821069
1.48,680.0,1.438453475850607,705.5865027163917,117.03254284092169,32.89693829234905,44.61807474477032,80.94601870720433
1.48,680.0,1.4193938180203627,721.6258279170213,102.33708066988599,46.78954494095218,45.3680666119269,82.39175894109354
1.48,680.0,1.4206299738275643,720.593772835346,112.58933983146224,42.44790948401601,46.0,81.83161058002923
1.48,680.0,1.3965077326793287,741.1030817500324,59.88592330531357,38.522717613313105,45.76659028314338,82.06590454952239
1.48,680.0,1.367384025377342,767.330704443296,101.99761258915701,49.421857378408546,45.267869342707215,81.75032787845888
1.48,680.0,1.3778876245399976,757.5726427671281,72.33424142785104,31.106623708921155,45.138564057309694,81.99528483324278
1.48,680.0,1.3694272981866686,765.4141351351229,83.51262177961146,40.76109589546073,44.38825226636499,82.59658390410456
1.48,680.0,1.403265241075613,734.6699672747325,114.46333584278294,33.36537183900077,44.344289716553526,83.0
1.48,680.0,1.3906902854162158,745.8000233849511,109.82331480226819,46.84595305988811,43.9544109679824,81.5595309854495
1.48,680.0,1.4095304347912891,728.8971085896961,112.19452411616041,38.08467473980644,44.561743640502236,81.92346515244249
1.48,680.0,1.3982079896157276,738.8286589690215,78.92989718332664,40.10453442641021,44.49107182120506,81.69428799348056
1.48,680.0,1.3914008709735572,744.937248418504,57.60457795208518,33.715384381266816,44.119367370598646,80.95160483327012
1.48,680.0,1.3645734416119844,770.2711987031397,68.69683554760107,44.70567469189759,44.336744135568125,81.58888248595738
1.48,680.0,1.3727080774920675,762.5062931270454,71.11047984477322,32.065000389284606,45.08275789916461,80.72990972418707
1.48,680.0,1.3658322057794972,769.0287265654125,89.57219281516026,42.28120674792995,45.55151050780224,78.99155175618945
1.48,680.0,1.3773300240179402,758.0803518446487,93.04617189705343,36.69147720053809,45.70769255388811,77.98764986113683
1.48,680.0,1.3779576189391798,757.4864059385169,76.5999498371649,36.73268103293918,45.698547737850134,78.01538110515858
1.48,680.0,1.3717779247491364,763.3705673476671,115.09512464713109,47.9433451127065,46.0,78.39897091529497
1.48,680.0,1.3681023796756429,766.8771998170126,54.76409547931995,32.49972332066472,46.0,78.38804097832661
1.48,680.0,1.345137358525497,789.4590156892679,47.41552646252063,38.81062714442049,45.79832891242059,78.84959649897444
1.48,680.0,1.347007775981619,787.5775946131844,60.6849066572499,32.331245899573716,45.61959528855225,79.59601609556435
1.48,680.0,1.3507287951903468,783.8746711085965,83.3631311675228,37.67491364236639,46.0,77.99125143431671
1.48,680.0,1.344303929632457,790.3502259541694,93.48656650894442,44.20751145992243,46.0,78.91150199105675
1.48,680.0,1.3159457033731634,819.8312357335855,79.79805049925304,48.80867425984473,46.0,78.89215822146232
1.48,680.0,1.290180149373205,848.3868805547212,55.89983969290447,43.79403806055255,45.64766824009929,80.32827939690556
1.48,680.0,1.2931582859666713,845.0230964542228,90.6849029223574,41.338737048008724,46.0,80.35085305281584
1.48,680.0,1.2885121798494432,850.2476380140598,100.33872486283656,46.28861386210389,44.678401191657734,78.66757761172184
1.48,680.0,1.271325555030149,870.9348769233397,42.543206102343376,39.003561214624995,44.56097086040483,79.21891992387897
1.48,680.0,1.266409232048404,876.9997206816638,57.99574998359408,37.57199640630686,44.04065827017572,78.32978844201256
1.48,680.0,1.24558578237215,904.0832032809257,67.43412589460726,49.20686797373367,44.99735116077455,79.28368759962348
1.48,680.0,1.2558225405279566,890.944150276637,61.43880344922077,30.313177164544676,44.84189107898417,80.61130993722858
1.48,680.0,1.2588006912699294,887.2266340537481,98.24619934592943,44.77741355610086,43.68671960256096,81.09134091137045
1.48,680.0,1.2530361872954592,894.5688513197808,49.085856678076794,35.61809370261479,44.02143746149817,79.56559593292403
1.48,680.0,1.260700580533166,884.7405010733202,76.2182036497841,36.91991896144749,44.5550232750917,78.62126993743024
1.48,680.0,1.2422180477801812,908.782222727893,48.69097840062829,42.77526515539551,42.75973474393083,78.30100733666838
1.48,680.0,1.2669126790921132,875.7478292639527,94.20071782780357,32.15996850505967,41.74020552620903,78.48952257401594
